MF Code,fund_house,s_name1,s_name,rupeevest_rating,rank_3year,ytd_returns,returns_1month,returns_6month,returns_3month,returns_1year,returns_3year,returns_5year,aumtotal,expenceratio,schemecode
Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 FOF-Reg(G),Motilal Oswal Nasdaq 100 FOF-Reg(G),Unrated,3,-20.83,-10.54,-0.29,-22.23,15.88,17.7,19.91,5339.19,0.57,41322
Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Invesco Mutual Fund,Invesco India - Invesco Global Equity Income FoF-Reg(G),Invesco India - Invesco Global Equity Income FoF-Reg(G),Unrated,11,-2.15,-6.09,-2.62,-6.53,11.16,13.85,17.85,31.66,1.4,24405
Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Edelweiss Mutual Fund,Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),Unrated,7,16.41,0.43,9.72,11.9,16.69,14.45,16.95,108.28,2.33,24618
Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Edelweiss Mutual Fund,Edelweiss US Technology Equity FOF-Reg(G),Edelweiss US Technology Equity FOF-Reg(G),Unrated,13,-16.19,-11.68,-10.12,-25.03,4.51,12.77,16.34,2350.91,2.35,44630
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),Nippon India Mutual Fund,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),Unrated,23,3.1,1.35,4.22,2.56,8.61,6.63,,3442.17,0.31,46532
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),UTI Mutual Fund,UTI Medium to Long Duration Fund-Reg(G),UTI Medium to Long Duration Fund-Reg(G),1,1,4.46,2.58,5.6,3.86,11.03,10.2,8.92,319.6,1.61,3441
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),ICICI Prudential Mutual Fund,ICICI Pru Bond Fund(G),ICICI Pru Bond Fund(G),4,2,4.55,2.41,5.9,4.07,11.38,8.19,6.88,2816.38,1.03,6197
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),SBI Mutual Fund,SBI Magnum Income Fund-Reg(G),SBI Magnum Income Fund-Reg(G),4,5,4.24,2.34,5.22,3.67,10.45,7.67,6.8,1918.19,1.47,2776
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Income Fund(G),Aditya Birla SL Income Fund(G),5,11,4.31,2.36,5.25,3.75,10.94,7.21,6.78,2242.15,1.16,405
Aditya Birla SL CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund-Reg(G),Aditya Birla SL CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund-Reg(G),Unrated,,2.57,0.94,,2.14,,,,3434.61,0.36,49477
Aditya Birla SL CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund-Reg(G),Nippon India Mutual Fund,Nippon India Ultra Short Duration Fund(G),Nippon India Ultra Short Duration Fund(G),3,11,2.46,0.94,3.75,2.05,7.34,6.57,6.44,6497.63,1.11,2615
Aditya Birla SL CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Savings Fund-Reg(G),Aditya Birla SL Savings Fund-Reg(G),5,1,2.66,1.08,4.11,2.22,7.93,7.03,6.26,13293.68,0.55,468
Aditya Birla SL CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund-Reg(G),UTI Mutual Fund,UTI Ultra Short Duration Fund-Reg(G),UTI Ultra Short Duration Fund-Reg(G),3,13,2.42,0.92,3.69,2.01,7.3,6.5,6.05,3142.9,0.94,3533
Aditya Birla SL CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Ultra Short Term Fund Fund(G),ICICI Pru Ultra Short Term Fund Fund(G),5,5,2.53,0.99,3.85,2.11,7.5,6.77,6.01,12673.77,0.8,12454
Motilal Oswal Multi Cap Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Multi Cap Fund-Reg(G),Motilal Oswal Multi Cap Fund-Reg(G),Unrated,,-7.59,1.14,4.55,3.07,,,,3426.18,1.87,48489
Motilal Oswal Multi Cap Fund-Reg(G),Nippon India Mutual Fund,Nippon India Multi Cap Fund(G),Nippon India Multi Cap Fund(G),3,2,-3.03,3.52,-4.71,3.19,9.67,22.75,32.51,38636.66,1.56,2466
Motilal Oswal Multi Cap Fund-Reg(G),Quant Mutual Fund,Quant Active Fund(G),Quant Active Fund(G),5,25,-5.3,2.93,-8.67,-1.99,-7.34,11.48,31.1,9389.39,1.75,871
Motilal Oswal Multi Cap Fund-Reg(G),HDFC Mutual Fund,HDFC Focused 30 Fund(G),HDFC Focused 30 Fund(G),2,1,3.42,4.22,2.17,6.62,18.18,23.21,30.84,17226.97,1.68,1129
Motilal Oswal Multi Cap Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Multi Cap Fund-Reg(G),Mahindra Manulife Multi Cap Fund-Reg(G),5,15,-3.81,5.11,-3.8,2.86,8.66,16.63,28.56,4883.18,1.83,36401
SBI Dynamic Bond Fund-Reg(G),SBI Mutual Fund,SBI Dynamic Bond Fund-Reg(G),SBI Dynamic Bond Fund-Reg(G),3,4,4.69,2.88,5.35,4.2,11.4,8.25,6.43,3410.12,1.4,2805
SBI Dynamic Bond Fund-Reg(G),UTI Mutual Fund,UTI Dynamic Bond Fund-Reg(G),UTI Dynamic Bond Fund-Reg(G),2,1,4.15,2.38,5.17,3.6,10.53,9.82,9.05,447.05,1.53,11896
SBI Dynamic Bond Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Dynamic Bond Fund-Reg(G),Aditya Birla SL Dynamic Bond Fund-Reg(G),1,2,4.74,2.68,5.75,4.13,11.82,8.82,7.65,1766.56,1.23,302
SBI Dynamic Bond Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru All Seasons Bond Fund(G),ICICI Pru All Seasons Bond Fund(G),4,6,4.1,2.06,5.49,3.6,10.54,8.1,7.34,14362.97,1.29,8499
SBI Dynamic Bond Fund-Reg(G),HDFC Mutual Fund,HDFC Dynamic Debt Fund(G),HDFC Dynamic Debt Fund(G),4,15,4.49,2.47,5.26,3.91,11.0,7.47,7.08,778.49,1.52,1274
DSP Banking & PSU Debt Fund-Reg(G),DSP Mutual Fund,DSP Banking & PSU Debt Fund-Reg(G),DSP Banking & PSU Debt Fund-Reg(G),4,4,3.89,2.29,4.82,3.42,10.15,7.28,6.52,3408.7,0.59,22142
DSP Banking & PSU Debt Fund-Reg(G),UTI Mutual Fund,UTI Banking & PSU Fund-Reg(G),UTI Banking & PSU Fund-Reg(G),2,1,3.34,1.64,4.51,2.86,8.92,9.15,7.27,785.18,0.53,21956
DSP Banking & PSU Debt Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Banking & PSU Debt Fund(G),ICICI Pru Banking & PSU Debt Fund(G),3,2,3.52,1.76,4.94,3.04,9.21,7.46,6.91,10368.32,0.74,8080
DSP Banking & PSU Debt Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Banking and PSU Debt Fund-Reg(G),Edelweiss Banking and PSU Debt Fund-Reg(G),5,3,3.99,2.14,5.01,3.48,10.09,7.34,6.74,263.16,0.7,23296
DSP Banking & PSU Debt Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Banking and PSU Debt Fund(G),Kotak Banking and PSU Debt Fund(G),4,5,3.72,2.0,4.98,3.23,9.62,7.17,6.69,6011.31,0.75,2044
Mahindra Manulife Mid Cap Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Mid Cap Fund-Reg(G),Mahindra Manulife Mid Cap Fund-Reg(G),3,9,-6.11,2.66,-5.79,0.59,9.37,21.19,30.73,3397.92,1.89,38444
Mahindra Manulife Mid Cap Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Midcap Fund-Reg(G),Motilal Oswal Midcap Fund-Reg(G),2,1,-16.01,1.33,-9.9,-2.49,15.16,26.35,36.58,26028.34,1.57,22533
Mahindra Manulife Mid Cap Fund-Reg(G),Quant Mutual Fund,Quant Mid Cap Fund(G),Quant Mid Cap Fund(G),5,13,-3.31,3.51,-7.51,-0.64,-3.26,18.33,34.24,8355.95,1.77,887
Mahindra Manulife Mid Cap Fund-Reg(G),Nippon India Mutual Fund,Nippon India Growth Fund(G),Nippon India Growth Fund(G),4,3,-4.58,4.67,-4.52,2.41,15.07,23.68,33.74,33174.74,1.58,2573
Mahindra Manulife Mid Cap Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Mid Cap Fund-Reg(G),Edelweiss Mid Cap Fund-Reg(G),4,4,-6.58,4.11,-3.87,1.39,18.93,23.04,33.7,8633.85,1.7,3790
Aditya Birla SL MNC Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL MNC Fund-Reg(G),Aditya Birla SL MNC Fund-Reg(G),Unrated,4,-8.96,2.03,-12.01,-2.22,4.09,9.48,13.13,3371.41,2.04,425
Aditya Birla SL MNC Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru MNC Fund(G),ICICI Pru MNC Fund(G),Unrated,1,-6.79,0.11,-9.32,-3.79,3.56,12.22,24.46,1596.13,2.18,41965
Aditya Birla SL MNC Fund-Reg(G),SBI Mutual Fund,SBI Magnum Global Fund-Reg(G),SBI Magnum Global Fund-Reg(G),Unrated,3,-6.24,1.39,-5.38,-3.38,3.12,9.77,16.14,5973.35,1.9,2766
Aditya Birla SL MNC Fund-Reg(G),UTI Mutual Fund,UTI MNC Fund-Reg(G),UTI MNC Fund-Reg(G),Unrated,2,-6.8,1.32,-10.61,-3.92,2.07,11.39,15.41,2639.71,2.02,3634
Aditya Birla SL MNC Fund-Reg(G),HDFC Mutual Fund,HDFC MNC Fund-Reg(G),HDFC MNC Fund-Reg(G),Unrated,,-7.18,2.36,-13.07,-3.34,-2.42,,,558.17,2.44,47648
DSP Ultra Short Fund-Reg(G),DSP Mutual Fund,DSP Ultra Short Fund-Reg(G),DSP Ultra Short Fund-Reg(G),2,14,2.57,0.9,3.8,2.19,7.28,6.41,5.2,3349.34,1.01,702
DSP Ultra Short Fund-Reg(G),Nippon India Mutual Fund,Nippon India Ultra Short Duration Fund(G),Nippon India Ultra Short Duration Fund(G),3,11,2.46,0.94,3.75,2.05,7.34,6.57,6.44,6497.63,1.11,2615
DSP Ultra Short Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Savings Fund-Reg(G),Aditya Birla SL Savings Fund-Reg(G),5,1,2.66,1.08,4.11,2.22,7.93,7.03,6.26,13293.68,0.55,468
DSP Ultra Short Fund-Reg(G),UTI Mutual Fund,UTI Ultra Short Duration Fund-Reg(G),UTI Ultra Short Duration Fund-Reg(G),3,13,2.42,0.92,3.69,2.01,7.3,6.5,6.05,3142.9,0.94,3533
DSP Ultra Short Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Ultra Short Term Fund Fund(G),ICICI Pru Ultra Short Term Fund Fund(G),5,5,2.53,0.99,3.85,2.11,7.5,6.77,6.01,12673.77,0.8,12454
Kotak Focused Equity Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Focused Equity Fund-Reg(G),Kotak Focused Equity Fund-Reg(G),Unrated,23,-0.59,3.19,-4.26,4.05,9.06,13.35,22.26,3335.47,1.9,43968
Kotak Focused Equity Fund-Reg(G),Nippon India Mutual Fund,Nippon India Multi Cap Fund(G),Nippon India Multi Cap Fund(G),3,2,-3.03,3.52,-4.71,3.19,9.67,22.75,32.51,38636.66,1.56,2466
Kotak Focused Equity Fund-Reg(G),Quant Mutual Fund,Quant Active Fund(G),Quant Active Fund(G),5,25,-5.3,2.93,-8.67,-1.99,-7.34,11.48,31.1,9389.39,1.75,871
Kotak Focused Equity Fund-Reg(G),HDFC Mutual Fund,HDFC Focused 30 Fund(G),HDFC Focused 30 Fund(G),2,1,3.42,4.22,2.17,6.62,18.18,23.21,30.84,17226.97,1.68,1129
Kotak Focused Equity Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Multi Cap Fund-Reg(G),Mahindra Manulife Multi Cap Fund-Reg(G),5,15,-3.81,5.11,-3.8,2.86,8.66,16.63,28.56,4883.18,1.83,36401
Mirae Asset Multicap Fund-Reg(G),Mirae Asset Mutual Fund,Mirae Asset Multicap Fund-Reg(G),Mirae Asset Multicap Fund-Reg(G),Unrated,,-2.65,3.7,-3.55,2.34,8.65,,,3334.83,1.89,48089
Mirae Asset Multicap Fund-Reg(G),Nippon India Mutual Fund,Nippon India Multi Cap Fund(G),Nippon India Multi Cap Fund(G),3,2,-3.03,3.52,-4.71,3.19,9.67,22.75,32.51,38636.66,1.56,2466
Mirae Asset Multicap Fund-Reg(G),Quant Mutual Fund,Quant Active Fund(G),Quant Active Fund(G),5,25,-5.3,2.93,-8.67,-1.99,-7.34,11.48,31.1,9389.39,1.75,871
Mirae Asset Multicap Fund-Reg(G),HDFC Mutual Fund,HDFC Focused 30 Fund(G),HDFC Focused 30 Fund(G),2,1,3.42,4.22,2.17,6.62,18.18,23.21,30.84,17226.97,1.68,1129
Mirae Asset Multicap Fund-Reg(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Multi Cap Fund-Reg(G),Mahindra Manulife Multi Cap Fund-Reg(G),5,15,-3.81,5.11,-3.8,2.86,8.66,16.63,28.56,4883.18,1.83,36401
HDFC Hybrid Debt Fund(G),HDFC Mutual Fund,HDFC Hybrid Debt Fund(G),HDFC Hybrid Debt Fund(G),4,2,3.34,2.62,3.25,3.62,9.85,10.81,12.66,3309.97,1.73,1298
HDFC Hybrid Debt Fund(G),Kotak Mahindra Mutual Fund,Kotak Debt Hybrid Fund(G),Kotak Debt Hybrid Fund(G),5,3,2.75,2.91,2.84,3.02,10.83,10.74,12.63,3017.08,1.66,2051
HDFC Hybrid Debt Fund(G),SBI Mutual Fund,SBI Conservative Hybrid Fund-Reg(G),SBI Conservative Hybrid Fund-Reg(G),4,5,2.25,2.14,2.25,2.98,9.62,9.87,12.5,9666.02,1.54,2797
HDFC Hybrid Debt Fund(G),UTI Mutual Fund,UTI Conservative Hybrid Fund-Reg(G),UTI Conservative Hybrid Fund-Reg(G),3,4,3.04,2.52,2.92,3.49,11.92,9.95,12.39,1647.97,1.81,3631
HDFC Hybrid Debt Fund(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Regular Savings Fund(G),Aditya Birla SL Regular Savings Fund(G),3,10,2.73,2.38,3.19,3.6,10.85,8.56,12.31,1377.21,1.92,422
Sundaram Large Cap Fund-Reg(G),Sundaram Mutual Fund,Sundaram Large Cap Fund-Reg(G),Sundaram Large Cap Fund-Reg(G),Unrated,26,-0.01,3.32,-2.89,2.87,6.25,12.58,,3297.44,1.93,44397
Sundaram Large Cap Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Focused Equity Fund(G),ICICI Pru Focused Equity Fund(G),5,1,3.13,4.55,-0.94,7.88,16.02,21.63,28.31,10484.45,1.75,7747
Sundaram Large Cap Fund-Reg(G),Nippon India Mutual Fund,Nippon India Large Cap Fund(G),Nippon India Large Cap Fund(G),2,2,0.23,3.25,-1.68,3.8,8.43,19.75,27.11,37546.38,1.56,2455
Sundaram Large Cap Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bluechip Fund(G),ICICI Pru Bluechip Fund(G),4,5,2.5,3.32,-1.59,4.65,10.08,17.55,25.3,64962.52,1.41,4980
Sundaram Large Cap Fund-Reg(G),Quant Mutual Fund,Quant Focused Fund(G),Quant Focused Fund(G),Unrated,23,-2.36,3.62,-7.63,-0.6,-4.66,13.22,25.02,1013.18,2.21,5742
Franklin India Equity Advantage Fund(G),Franklin Templeton Mutual Fund,Franklin India Equity Advantage Fund(G),Franklin India Equity Advantage Fund(G),3,21,-1.32,3.12,-3.24,1.96,11.89,14.14,25.5,3273.15,2.05,933
Franklin India Equity Advantage Fund(G),ICICI Prudential Mutual Fund,ICICI Pru Large & Mid Cap Fund(G),ICICI Pru Large & Mid Cap Fund(G),3,5,4.98,3.65,-0.04,4.44,13.35,21.08,30.54,19352.94,1.69,1608
Franklin India Equity Advantage Fund(G),UTI Mutual Fund,UTI Large & Mid Cap Fund-Reg(G),UTI Large & Mid Cap Fund-Reg(G),4,4,-1.99,3.76,-3.44,2.44,14.21,21.11,29.73,4100.83,1.89,16672
Franklin India Equity Advantage Fund(G),Bandhan Mutual Fund,Bandhan Core Equity Fund-Reg(G),Bandhan Core Equity Fund-Reg(G),3,2,-1.97,4.06,-2.32,3.62,12.66,23.06,29.66,7966.79,1.77,2858
Franklin India Equity Advantage Fund(G),HDFC Mutual Fund,HDFC Large and Mid Cap Fund-Reg(G),HDFC Large and Mid Cap Fund-Reg(G),4,8,-1.67,3.79,-3.24,2.97,9.18,19.5,29.65,23379.95,1.66,2271
Aditya Birla SL Banking & Financial Services Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Banking & Financial Services Fund-Reg(G),Aditya Birla SL Banking & Financial Services Fund-Reg(G),4,10,8.95,8.48,6.52,14.26,15.48,17.4,25.81,3248.48,2.0,24150
Aditya Birla SL Banking & Financial Services Fund-Reg(G),Nippon India Mutual Fund,Nippon India Banking & Financial Services Fund(G),Nippon India Banking & Financial Services Fund(G),5,4,9.8,9.25,7.66,14.0,19.2,20.2,29.81,6565.78,1.87,2445
Aditya Birla SL Banking & Financial Services Fund-Reg(G),Sundaram Mutual Fund,Sundaram Fin Serv Opp Fund(G),Sundaram Fin Serv Opp Fund(G),4,1,10.18,10.33,7.35,14.13,15.84,21.93,26.36,1415.22,2.15,5144
Aditya Birla SL Banking & Financial Services Fund-Reg(G),Invesco Mutual Fund,Invesco India Financial Services Fund(G),Invesco India Financial Services Fund(G),2,2,4.25,7.94,4.59,10.28,18.72,20.71,25.26,1208.19,2.17,5348
Aditya Birla SL Banking & Financial Services Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Banking & Fin Serv Fund(G),ICICI Pru Banking & Fin Serv Fund(G),3,12,8.45,7.56,5.89,11.97,18.93,16.9,24.88,9007.66,1.83,5736
SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),SBI Mutual Fund,SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),Unrated,2,-6.69,4.0,-0.79,-0.68,21.5,20.0,,3225.79,1.91,34199
SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Retirement Fund-Pure Equity Plan(G),ICICI Pru Retirement Fund-Pure Equity Plan(G),4,1,-0.87,3.59,-2.51,3.15,8.07,20.53,29.84,1073.69,2.18,25667
SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),HDFC Retirement Savings Fund-Equity Plan-Reg(G),5,3,-0.59,4.05,-2.3,3.19,9.85,18.66,29.12,5983.38,1.79,24803
SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),Nippon India Mutual Fund,Nippon India Retirement Fund-Wealth Creation(G),Nippon India Retirement Fund-Wealth Creation(G),3,6,-3.0,3.79,-3.98,2.78,9.4,16.99,24.44,3044.04,1.95,17164
SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),Tata Mutual Fund,Tata Young Citizen Fund,Tata Young Citizen Fund,4,12,-1.35,5.14,-2.85,2.35,8.12,13.86,22.79,340.23,2.5,3304
Kotak Floating Rate Fund-Reg(G),Kotak Mahindra Mutual Fund,Kotak Floating Rate Fund-Reg(G),Kotak Floating Rate Fund-Reg(G),4,10,3.33,1.56,4.55,2.84,9.21,7.16,7.05,3218.09,0.63,42597
Kotak Floating Rate Fund-Reg(G),HDFC Mutual Fund,HDFC Floating Rate Debt Fund(G),HDFC Floating Rate Debt Fund(G),3,3,3.27,1.5,4.54,2.75,9.02,7.58,6.94,14724.14,0.49,3728
Kotak Floating Rate Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Floating Interest Fund(G),ICICI Pru Floating Interest Fund(G),4,4,2.98,1.37,4.14,2.5,8.49,7.51,6.86,6963.88,1.18,1512
Kotak Floating Rate Fund-Reg(G),Nippon India Mutual Fund,Nippon India Floating Rate Fund(G),Nippon India Floating Rate Fund(G),5,8,3.55,1.76,4.74,3.03,9.32,7.25,6.84,7645.68,0.63,2566
Kotak Floating Rate Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Floating Rate Fund(G),Aditya Birla SL Floating Rate Fund(G),3,7,2.99,1.34,4.3,2.54,8.41,7.26,6.6,13274.93,0.43,7727
DSP Dynamic Asset Allocation Fund-Reg(G),DSP Mutual Fund,DSP Dynamic Asset Allocation Fund-Reg(G),DSP Dynamic Asset Allocation Fund-Reg(G),3,12,2.94,2.06,2.07,3.46,12.32,11.38,12.67,3216.51,1.93,25872
DSP Dynamic Asset Allocation Fund-Reg(G),HDFC Mutual Fund,HDFC Balanced Advantage Fund(G),HDFC Balanced Advantage Fund(G),4,1,1.01,2.82,-0.02,3.0,9.58,19.37,25.8,94824.34,1.37,1273
DSP Dynamic Asset Allocation Fund-Reg(G),Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Balanced Advantage Fund-Reg(G),Baroda BNP Paribas Balanced Advantage Fund-Reg(G),5,3,-0.7,2.77,0.01,2.78,8.58,13.2,17.56,4073.23,1.89,38263
DSP Dynamic Asset Allocation Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Balanced Advantage Fund(G),ICICI Pru Balanced Advantage Fund(G),3,5,3.63,3.11,1.74,4.2,10.48,12.7,17.16,60591.13,1.46,1470
DSP Dynamic Asset Allocation Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Balanced Advantage Fund(G),Aditya Birla SL Balanced Advantage Fund(G),4,7,3.58,3.29,1.62,4.11,11.83,12.52,16.25,7321.44,1.81,1713
Tata Ethical Fund-Reg(G),Tata Mutual Fund,Tata Ethical Fund-Reg(G),Tata Ethical Fund-Reg(G),4,35,-5.32,1.87,-9.99,-2.91,2.78,10.02,20.94,3216.02,1.94,3283
Tata Ethical Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Commodities Fund-Reg(G),ICICI Pru Commodities Fund-Reg(G),Unrated,24,2.17,0.51,-0.86,3.53,0.41,14.06,38.8,2614.85,2.07,41999
Tata Ethical Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru India Opp Fund(G),ICICI Pru India Opp Fund(G),3,6,2.72,3.37,-0.84,4.64,13.75,22.61,34.25,25696.42,1.63,42140
Tata Ethical Fund-Reg(G),Franklin Templeton Mutual Fund,Franklin India Opportunities Fund(G),Franklin India Opportunities Fund(G),3,2,-4.76,4.46,-2.89,1.25,13.54,29.11,32.74,6046.75,1.79,946
Tata Ethical Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL PSU Equity Fund-Reg(G),Aditya Birla SL PSU Equity Fund-Reg(G),Unrated,4,2.86,6.34,-2.27,6.55,-1.58,27.53,32.53,5342.23,1.77,43788
Union Liquid Fund(G),Union Mutual Fund,Union Liquid Fund(G),Union Liquid Fund(G),4,5,2.3,0.73,3.63,1.86,7.3,6.82,5.44,3206.36,0.18,14561
Union Liquid Fund(G),Quant Mutual Fund,Quant Liquid Plan(G),Quant Liquid Plan(G),5,31,2.21,0.66,3.53,1.77,7.04,6.51,5.57,1536.26,0.54,883
Union Liquid Fund(G),Bank of India Mutual Fund,Bank of India Liquid Fund-Reg(G),Bank of India Liquid Fund-Reg(G),2,1,2.31,0.73,3.66,1.87,7.36,6.87,5.46,1523.92,0.13,5836
Union Liquid Fund(G),Mahindra Manulife Mutual Fund,Mahindra Manulife Liquid Fund-Reg(G),Mahindra Manulife Liquid Fund-Reg(G),5,4,2.27,0.7,3.61,1.83,7.28,6.82,5.46,1025.78,0.26,35846
Union Liquid Fund(G),Axis Mutual Fund,Axis Liquid Fund-Reg(G),Axis Liquid Fund-Reg(G),4,2,2.33,0.74,3.67,1.88,7.32,6.84,5.46,32608.9,0.17,8029
Bajaj Finserv Money Market Fund-Reg(G),Bajaj Finserv Mutual Fund,Bajaj Finserv Money Market Fund-Reg(G),Bajaj Finserv Money Market Fund-Reg(G),Unrated,,2.65,1.08,3.94,2.25,7.5,,,3185.91,0.76,48065
Bajaj Finserv Money Market Fund-Reg(G),Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Money Manager Fund(G),Aditya Birla SL Money Manager Fund(G),5,3,2.76,1.1,4.13,2.33,7.98,7.17,6.18,25580.95,0.35,394
Bajaj Finserv Money Market Fund-Reg(G),Tata Mutual Fund,Tata Money Market Fund-Reg(G),Tata Money Market Fund-Reg(G),4,6,2.82,1.13,4.16,2.37,7.97,7.14,6.14,26844.13,0.42,3267
Bajaj Finserv Money Market Fund-Reg(G),UTI Mutual Fund,UTI Money Market Fund-Reg(G),UTI Money Market Fund-Reg(G),3,1,2.82,1.14,4.19,2.38,8.04,7.2,6.12,16265.27,0.23,7914
Bajaj Finserv Money Market Fund-Reg(G),Nippon India Mutual Fund,Nippon India Money Market Fund(G),Nippon India Money Market Fund(G),3,2,2.79,1.14,4.15,2.37,7.99,7.19,6.09,15229.55,0.44,2628
Quant Multi Asset Fund(G),Quant Mutual Fund,Quant Multi Asset Fund(G),Quant Multi Asset Fund(G),5,4,-1.03,2.91,-1.55,1.45,4.01,16.5,31.38,3182.56,1.88,869
Quant Multi Asset Fund(G),ICICI Prudential Mutual Fund,ICICI Pru Multi-Asset Fund(G),ICICI Pru Multi-Asset Fund(G),Unrated,2,6.08,2.77,3.3,5.26,13.21,18.23,26.07,55360.32,1.41,1495
Quant Multi Asset Fund(G),Edelweiss Mutual Fund,Edelweiss Aggressive Hybrid Fund-Reg(G),Edelweiss Aggressive Hybrid Fund-Reg(G),Unrated,3,0.0,2.97,-0.67,3.21,12.27,16.59,22.08,2487.15,1.93,7922
Quant Multi Asset Fund(G),Tata Mutual Fund,Tata Multi Asset Opp Fund-Reg(G),Tata Multi Asset Opp Fund-Reg(G),Unrated,8,1.26,3.61,0.44,3.78,8.9,13.31,19.1,3554.05,1.81,44648
Quant Multi Asset Fund(G),HDFC Mutual Fund,HDFC Multi-Asset Fund(G),HDFC Multi-Asset Fund(G),Unrated,7,4.12,3.64,2.69,4.82,11.67,13.55,18.89,4034.28,1.9,1307
UTI Transportation & Logistics Fund-Reg(G),UTI Mutual Fund,UTI Transportation & Logistics Fund-Reg(G),UTI Transportation & Logistics Fund-Reg(G),Unrated,1,-1.47,2.32,-8.78,1.56,1.1,21.34,30.4,3163.31,1.95,3435
UTI Transportation & Logistics Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Nifty Auto Index Fund-Reg(G),ICICI Pru Nifty Auto Index Fund-Reg(G),Unrated,,-2.06,0.6,-11.43,-1.87,0.19,,,131.6,0.97,45995
